Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
RS;4320321;Senador Salgado Filho;628,28;13,94;
RS;4320354;Sentinela do Sul;519,1;15,81;
RS;4320404;Serafina Corrêa;877,24;31,22;
RS;4320453;Sério;606,03;8,81;
RS;4320503;Sertão;827,95;27,55;
RS;4320552;Sertão Santana;783,19;14,16;
RS;4320578;Sete de Setembro;557,15;12,36;
RS;4320602;Severiano de Almeida;791,5;22,17;
RS;4320651;Silveira Martins;817,67;25,03;
RS;4320677;Sinimbu;610,76;10,4;
RS;4320701;Sobradinho;775,79;30,19;
RS;4320800;Soledade;737,92;29,15;
RS;4320859;Tabaí;599,99;14,19;
RS;4320909;Tapejara;922,28;30;
RS;4321006;Tapera;812,48;29,9;
RS;4321105;Tapes;620,13;25,23;
RS;4321204;Taquara;871,42;26,05;
RS;4321303;Taquari;786,91;31,86;
RS;4321329;Taquaruçu do Sul;954,19;22,97;
RS;4321352;Tavares;594,12;16,05;
RS;4321402;Tenente Portela;659,27;26,47;
RS;4321436;Terra de Areia;620,36;20,55;
RS;4321451;Teutônia;854,63;28,67;
RS;4321469;Tio Hugo;660,04;17,97;
RS;4321477;Tiradentes do Sul;644,85;10,86;
RS;4321493;Toropi;551,5;12,11;
RS;4321501;Torres;853,62;37,71;
RS;4321600;Tramandaí;737,84;31,61;
RS;4321626;Travesseiro;777,34;10,07;
RS;4321634;Três Arroios;1518,78;18,1;
RS;4321667;Três Cachoeiras;713,83;21,24;
RS;4321709;Três Coroas;799,41;21,57;
RS;4321808;Três de Maio;881,15;32,3;
RS;4321832;Três Forquilhas;489,32;11;
RS;4321857;Três Palmeiras;835,88;16,83;
RS;4321907;Três Passos;823,33;30,2;
RS;4321956;Trindade do Sul;532,27;19,7;
RS;4322004;Triunfo;695,08;27,47;
RS;4322103;Tucunduva;839,53;26,56;
RS;4322152;Tunas;482,5;12,29;
RS;4322186;Tupanci do Sul;577,85;20,94;
RS;4322202;Tupanciretã;708,79;24,46;
RS;4322251;Tupandi;808,39;21,72;
RS;4322301;Tuparendi;768,25;25,48;
RS;4322327;Turuçu;566,71;10,33;
RS;4322343;Ubiretama;590,64;11,82;
RS;4322350;União da Serra;1068,08;14,55;
RS;4322376;Unistalda;392,38;13,2;
RS;4322400;Uruguaiana;714,26;37,7;
RS;4322509;Vacaria;797,86;31,62;
RS;4322525;Vale Verde;503,24;7,43;
RS;4322533;Vale do Sol;553,23;10,28;
RS;4322541;Vale Real;795,41;22,94;
RS;4322558;Vanini;780,56;25,25;
RS;4322608;Venâncio Aires;779,48;23,71;
RS;4322707;Vera Cruz;790,95;23,71;
RS;4322806;Veranópolis;1141,67;36,08;
RS;4322855;Vespasiano Correa;895,32;16,74;
RS;4322905;Viadutos;683,03;18,35;
RS;4323002;Viamão;707,05;33,7;
RS;4323101;Vicente Dutra;475,13;11,06;
RS;4323200;Victor Graeff;989,66;24,71;
RS;4323309;Vila Flores;728,71;23,74;
RS;4323358;Vila Lângaro;902,87;12,86;
RS;4323408;Vila Maria;1101,27;25,16;
RS;4323457;Vila Nova do Sul;442,26;18,44;
RS;4323507;Vista Alegre;905,87;20,41;
RS;4323606;Vista Alegre do Prata;1231,8;20,59;
RS;4323705;Vista Gaúcha;990,13;22,24;
RS;4323754;Vitória das Missões;482,44;12,89;
RS;4323770;Westfalia;1136,67;14,53;
RS;4323804;Xangri-lá;798,62;30,05;
RS;4399919;Santa Cristina do Pinhal;;;
RS;4399929;Santa Izabel;;;
SC;4200051;Abdon Batista;485,35;21,89;
SC;4200101;Abelardo Luz;562,88;20,08;
SC;4200200;Agrolândia;739,1;22,75;
SC;4200309;Agronômica;985,65;15,99;
SC;4200408;Água Doce;722,21;23,31;
SC;4200507;Águas de Chapecó;673,13;18,27;
SC;4200556;Águas Frias;743,13;23,21;
SC;4200606;Águas Mornas;754,54;17,14;
SC;4200705;Alfredo Wagner;630,54;15,57;
SC;4200754;Alto Bela Vista;770,49;21,39;
SC;4200804;Anchieta;636,15;21,31;
SC;4200903;Angelina;618,55;16,27;
SC;4201000;Anita Garibaldi;506,94;22,89;
SC;4201109;Anitápolis;620,8;15,96;
SC;4201208;Antônio Carlos;952,53;18,66;
SC;4201257;Apiúna;776,69;20,37;
SC;4201273;Arabutã;820,78;17,22;
SC;4201307;Araquari;609,76;22,93;
SC;4201406;Araranguá;827,2;35,48;
SC;4201505;Armazém;814,95;25,31;
SC;4201604;Arroio Trinta;1029,14;24,27;
SC;4201653;Arvoredo;675,6;16,81;
SC;4201703;Ascurra;793,09;21,1;
SC;4201802;Atalanta;781,32;25,76;
SC;4201901;Aurora;841,85;16,16;
SC;4201950;Balneário Arroio do Silva;866,42;32,73;
SC;4202008;Balneário Camboriú;1625,59;57,07;
SC;4202057;Balneário Barra do Sul;676,33;27,16;
SC;4202073;Balneário Gaivota;768,73;26,14;
SC;4202081;Bandeirante;534,25;13,14;
SC;4202099;Barra Bonita;594,28;12,57;
SC;4202107;Barra Velha;773,05;31,82;
SC;4202131;Bela Vista do Toldo;389,28;13,96;
SC;4202156;Belmonte;620,67;18,01;
SC;4202206;Benedito Novo;717,89;22,66;
SC;4202305;Biguaçu;764,37;34,21;
SC;4202404;Blumenau;1253,17;41,22;
SC;4202438;Bocaina do Sul;434,87;18,91;
SC;4202453;Bombinhas;865,15;39,95;
SC;4202503;Bom Jardim da Serra;665,6;20,55;
SC;4202537;Bom Jesus;798,97;27,46;
SC;4202578;Bom Jesus do Oeste;728,09;16,09;
SC;4202602;Bom Retiro;638,85;22,67;
SC;4202701;Botuverá;805,77;17,23;
SC;4202800;Braço do Norte;831,77;34,95;
SC;4202859;Braço do Trombudo;941,12;26,57;
SC;4202875;Brunópolis;446,48;18,05;
SC;4202909;Brusque;1116,93;34,97;
SC;4203006;Caçador;744,28;30,27;
SC;4203105;Caibi;783,57;24,14;
SC;4203154;Calmon;373,86;11,15;
SC;4203204;Camboriú;781,76;21,91;
SC;4203253;Capão Alto;550,84;17,53;
SC;4203303;Campo Alegre;539,9;28,3;
SC;4203402;Campo Belo do Sul;450,29;18,6;
SC;4203501;Campo Erê;631,08;20,77;
SC;4203600;Campos Novos;708,77;31,01;
SC;4203709;Canelinha;721,27;12,2;
SC;4203808;Canoinhas;692,87;36,37;
SC;4203907;Capinzal;811,66;31,74;
SC;4203956;Capivari de Baixo;723,04;35,88;
SC;4204004;Catanduvas;717,59;27,25;
SC;4204103;Caxambu do Sul;730,36;18,13;
SC;4204152;Celso Ramos;458,62;22,08;
SC;4204178;Cerro Negro;414,6;13,31;
SC;4204194;Chapadão do Lageado;549,08;19,81;
SC;4204202;Chapecó;1017,34;40,04;
SC;4204251;Cocal do Sul;833,24;35,7;
SC;4204301;Concórdia;1009,49;38,01;
SC;4204350;Cordilheira Alta;773,44;23,69;
SC;4204400;Coronel Freitas;759,01;20,63;
SC;4204459;Coronel Martins;543,22;19,42;
SC;4204509;Corupá;951,63;27,89;
SC;4204558;Correia Pinto;628,18;25,41;
SC;4204608;Criciúma;1062,53;41,14;
SC;4204707;Cunha Porã;821,86;24,76;
SC;4204756;Cunhataí;1009,05;14,62;
SC;4204806;Curitibanos;687,47;30,59;
SC;4204905;Descanso;804,31;22,61;
SC;4205001;Dionísio Cerqueira;636,41;22,35;
SC;4205100;Dona Emma;918,49;18,35;
SC;4205159;Doutor Pedrinho;679,44;14,13;
SC;4205175;Entre Rios;423,63;19,28;
SC;4205191;Ermo;655,45;20,46;
SC;4205209;Erval Velho;780,33;21,69;
SC;4205308;Faxinal dos Guedes;828,49;27,18;
SC;4205357;Flor do Sertão;778,06;17,19;
SC;4205407;Florianópolis;1798,12;65,21;
SC;4205431;Formosa do Sul;744,5;14,77;
SC;4205456;Forquilhinha;870,85;25,65;
SC;4205506;Fraiburgo;673,84;26,06;
SC;4205555;Frei Rogério;498,33;23,33;
SC;4205605;Galvão;638,12;18,13;
SC;4205704;Garopaba;784,88;37,57;
SC;4205803;Garuva;691,98;26,88;
SC;4205902;Gaspar;964,36;28,67;
SC;4206009;Governador Celso Ramos;784,5;26,41;
SC;4206108;Grão Pará;845,01;22,93;
SC;4206207;Gravatal;730,8;29,63;
SC;4206306;Guabiruba;851,75;24,12;
SC;4206405;Guaraciaba;873,67;19,72;
SC;4206504;Guaramirim;842,24;26,64;
SC;4206603;Guarujá do Sul;759,66;22,22;
SC;4206652;Guatambú;687,32;20,69;
SC;4206702;Herval d'Oeste;799,29;32,51;
SC;4206751;Ibiam;786,22;17,65;
SC;4206801;Ibicaré;768,67;20,33;
SC;4206900;Ibirama;844,25;24,69;
SC;4207007;Içara;759,54;25,73;
SC;4207106;Ilhota;853,29;21,34;
SC;4207205;Imaruí;516,73;14,04;
SC;4207304;Imbituba;768,81;35,08;
SC;4207403;Imbuia;688,57;17,42;
SC;4207502;Indaial;945,33;31,96;
SC;4207577;Iomerê;873,9;25,86;
SC;4207601;Ipira;725,68;19,4;
SC;4207650;Iporã do Oeste;815,06;25,04;
SC;4207684;Ipuaçu;530,81;19,34;
SC;4207700;Ipumirim;837,81;22,28;
SC;4207759;Iraceminha;663,24;17,32;
SC;4207809;Irani;686,25;28,49;
SC;4207858;Irati;601,25;17,9;
SC;4207908;Irineópolis;708,34;18,97;
SC;4208005;Itá;836,69;33,25;
SC;4208104;Itaiópolis;625,36;23,34;
SC;4208203;Itajaí;1014;41,38;
SC;4208302;Itapema;1078,48;41,52;
SC;4208401;Itapiranga;942,44;33,87;
SC;4208450;Itapoá;793,24;37,23;
SC;4208500;Ituporanga;844,05;23,32;
SC;4208609;Jaborá;831,84;20,22;
SC;4208708;Jacinto Machado;655,7;22,66;
SC;4208807;Jaguaruna;701,05;21,04;
SC;4208906;Jaraguá do Sul;1111,85;44,88;
SC;4208955;Jardinópolis;654,02;20,53;
SC;4209003;Joaçaba;1338,5;48,23;
SC;4209102;Joinville;1126,74;48,59;
SC;4209151;José Boiteux;580,97;15,86;
SC;4209177;Jupiá;654;15,9;
SC;4209201;Lacerdópolis;925,08;25,58;
SC;4209300;Lages;878,34;39,38;
SC;4209409;Laguna;684,42;34,29;
SC;4209458;Lajeado Grande;850,34;21,38;
SC;4209508;Laurentino;810,58;28,2;
SC;4209607;Lauro Muller;678,67;31,03;
SC;4209706;Lebon Régis;409,05;17,76;
SC;4209805;Leoberto Leal;800,32;11,9;
SC;4209854;Lindóia do Sul;836,32;22,91;
SC;4209904;Lontras;773,05;18,85;
SC;4210001;Luiz Alves;937,32;20,18;
SC;4210035;Luzerna;1030,37;34,36;
SC;4210050;Macieira;533,9;12,17;
SC;4210100;Mafra;789,53;32,28;
SC;4210209;Major Gercino;789,61;15,17;
SC;4210308;Major Vieira;465,76;18,15;
SC;4210407;Maracajá;861,85;28,81;
SC;4210506;Maravilha;896,02;33,48;
SC;4210555;Marema;840,58;20,11;
SC;4210605;Massaranduba;847,63;27,41;
SC;4210704;Matos Costa;402,83;13,82;
SC;4210803;Meleiro;768,23;27,53;
SC;4210852;Mirim Doce;560,66;18,51;
SC;4210902;Modelo;858,23;27,08;
SC;4211009;Mondaí;741,84;29,24;
SC;4211058;Monte Carlo;449,82;15,27;
SC;4211108;Monte Castelo;432,84;16,09;
SC;4211207;Morro da Fumaça;759,25;22,82;
SC;4211256;Morro Grande;809,37;10,84;
SC;4211306;Navegantes;756,39;31,29;
SC;4211405;Nova Erechim;944,83;26,6;
SC;4211454;Nova Itaberaba;868,83;18,09;
SC;4211504;Nova Trento;847,77;25,18;
SC;4211603;Nova Veneza;805,79;28,42;
SC;4211652;Novo Horizonte;623,51;16,7;
SC;4211702;Orleans;844,35;26,36;
SC;4211751;Otacílio Costa;677,67;30,4;
SC;4211801;Ouro;987,45;26,45;
SC;4211850;Ouro Verde;607,09;20,18;
SC;4211876;Paial;644,16;18,54;
SC;4211892;Painel;511,7;17,44;
SC;4211900;Palhoça;862,74;37,62;
SC;4212007;Palma Sola;623,64;19,32;
SC;4212056;Palmeira;471,82;16,38;
SC;4212106;Palmitos;887,5;22,93;
SC;4212205;Papanduva;589,35;20,03;
SC;4212239;Paraíso;743,76;13,79;
SC;4212254;Passo de Torres;602,85;29,61;
SC;4212270;Passos Maia;450,78;18,54;
SC;4212304;Paulo Lopes;650,58;19,61;
SC;4212403;Pedras Grandes;683,36;18,06;
SC;4212502;Penha;793,53;24,71;
SC;4212601;Peritiba;918,86;23,08;
SC;4212650;Pescaria Brava;;;
SC;4212700;Petrolândia;799,56;15,09;
SC;4212809;Piçarras;826,13;35,03;
SC;4212908;Pinhalzinho;893,85;33,33;
SC;4213005;Pinheiro Preto;917,64;27,04;
SC;4213104;Piratuba;779,57;29,72;
SC;4213153;Planalto Alegre;754,11;21,24;
SC;4213203;Pomerode;1022,91;30,16;
SC;4213302;Ponte Alta;503,47;17,97;
SC;4213351;Ponte Alta do Norte;490,45;22,34;
SC;4213401;Ponte Serrada;586,05;23,97;
SC;4213500;Porto Belo;850,99;33,5;
SC;4213609;Porto União;864,41;38,92;
SC;4213708;Pouso Redondo;742,15;19,83;
SC;4213807;Praia Grande;591,62;24,26;
SC;4213906;Presidente Castelo Branco;1255,85;16,71;
SC;4214003;Presidente Getúlio;928,86;23,58;
SC;4214102;Presidente Nereu;934,37;17,53;
SC;4214151;Princesa;626,1;16,1;
SC;4214201;Quilombo;672,58;25,52;
SC;4214300;Rancho Queimado;813,8;22,3;
SC;4214409;Rio das Antas;737,53;16,41;
SC;4214508;Rio do Campo;803,46;22,59;
SC;4214607;Rio do Oeste;957,34;18,82;
SC;4214706;Rio dos Cedros;795,95;20,87;
SC;4214805;Rio do Sul;1114,31;39,91;
SC;4214904;Rio Fortuna;1570,51;27,46;
SC;4215000;Rio Negrinho;664,58;29,33;
SC;4215059;Rio Rufino;463,38;17,26;
SC;4215075;Riqueza;629,81;15,01;
SC;4215109;Rodeio;958,15;19,89;
SC;4215208;Romelândia;791,78;13,47;
SC;4215307;Salete;784,32;25,65;
SC;4215356;Saltinho;427,12;12,21;
SC;4215406;Salto Veloso;1011,21;30,03;
SC;4215455;Sangão;730,38;11,91;
SC;4215505;Santa Cecília;610,94;21,33;
SC;4215554;Santa Helena;644,48;20,13;
SC;4215604;Santa Rosa de Lima;731,43;25,65;
SC;4215653;Santa Rosa do Sul;630,29;18,51;
SC;4215679;Santa Terezinha;421,9;13,54;
SC;4215687;Santa Terezinha do Progresso;572,73;11,88;
SC;4215695;Santiago do Sul;756;15,11;
SC;4215703;Santo Amaro da Imperatriz;867,13;35,09;
SC;4215752;São Bernardino;465,1;16,96;
SC;4215802;São Bento do Sul;923,29;39,08;
SC;4215901;São Bonifácio;745,72;17,51;
SC;4216008;São Carlos;924,02;29,59;
SC;4216057;São Cristovão do Sul;507,73;15,54;
SC;4216107;São Domingos;956,19;24,42;
SC;4216206;São Francisco do Sul;801,49;39,93;
SC;4216255;São João do Oeste;881,09;22,86;
SC;4216305;São João Batista;794,12;25,62;
SC;4216354;São João do Itaperiú;680,25;21,82;
SC;4216404;São João do Sul;558,4;18,33;
SC;4216503;São Joaquim;641,75;26,36;
SC;4216602;São José;1157,43;52,03;
SC;4216701;São José do Cedro;866,73;24,01;
SC;4216800;São José do Cerrito;375,44;12,87;
SC;4216909;São Lourenço do Oeste;841,27;30,48;
SC;4217006;São Ludgero;884,18;31,36;
SC;4217105;São Martinho;870,77;21,52;
SC;4217154;São Miguel da Boa Vista;767,85;15,67;
SC;4217204;São Miguel do Oeste;1072,6;41,49;
SC;4217253;São Pedro de Alcântara;887,7;19,81;
SC;4217303;Saudades;719,94;25,25;
SC;4217402;Schroeder;852,5;33,01;
SC;4217501;Seara;1188,18;29,22;
SC;4217550;Serra Alta;893,35;21,45;
SC;4217600;Siderópolis;855,02;31,58;
SC;4217709;Sombrio;746,69;24,96;
SC;4217758;Sul Brasil;674,87;14,24;
SC;4217808;Taió;848,34;26,72;
SC;4217907;Tangará;840,87;20,65;
SC;4217956;Tigrinhos;579,87;13,92;
SC;4218004;Tijucas;835,48;35,26;
SC;4218103;Timbé do Sul;709,63;18,27;
SC;4218202;Timbó;1214,03;35,83;
SC;4218251;Timbó Grande;412,31;21,09;
SC;4218301;Três Barras;539,69;32,4;
SC;4218350;Treviso;784,39;25,66;
SC;4218400;Treze de Maio;746,89;17,23;
SC;4218509;Treze Tílias;1471,95;33,87;
SC;4218608;Trombudo Central;905,3;30,2;
SC;4218707;Tubarão;1077,62;41,32;
SC;4218756;Tunápolis;742,67;23,35;
SC;4218806;Turvo;810,85;27,6;
SC;4218855;União do Oeste;634,81;17,47;
SC;4218905;Urubici;713,25;23,66;
SC;4218954;Urupema;508,79;25,57;
SC;4219002;Urussanga;883,42;32,03;
SC;4219101;Vargeão;655,53;19,25;
SC;4219150;Vargem;419,74;11,21;
SC;4219176;Vargem Bonita;642,6;28,59;
SC;4219200;Vidal Ramos;744,1;17,06;
SC;4219309;Videira;978,07;34,07;
SC;4219358;Vitor Meireles;599,02;13,25;
SC;4219408;Witmarsum;796,45;16,61;
SC;4219507;Xanxerê;906,11;36,84;
SC;4219606;Xavantina;973,81;16,53;
SC;4219705;Xaxim;783,29;29,96;
SC;4219853;Zortéa;861,63;31,42;
SC;4220000;Balneário Rincão;;;
SC;4299919;São Miguel;;;
SE;2800100;Amparo de São Francisco;275,32;26,41;
SE;2800209;Aquidabã;282,19;16,12;
SE;2800308;Aracaju;1052,03;53,06;
SE;2800407;Arauá;245,7;14,34;
SE;2800506;Areia Branca;294,32;14,65;
SE;2800605;Barra dos Coqueiros;448,81;29;
SE;2800670;Boquim;296,54;19,93;
SE;2800704;Brejo Grande;197,69;15,05;
SE;2801009;Campo do Brito;391,94;15,91;
SE;2801108;Canhoba;249,3;16,14;
SE;2801207;Canindé de São Francisco;270,17;15,28;
SE;2801306;Capela;326,55;19,97;
SE;2801405;Carira;297,74;12,26;
SE;2801504;Carmópolis;385,16;30,85;
SE;2801603;Cedro de São João;352,53;26,04;
SE;2801702;Cristinápolis;229,99;15,03;
SE;2801900;Cumbe;288,67;18,72;
SE;2802007;Divina Pastora;278,62;25,85;
SE;2802106;Estância;395,41;27,41;
SE;2802205;Feira Nova;238,42;15,14;
SE;2802304;Frei Paulo;386,65;14,03;
SE;2802403;Gararu;236,06;15,78;
SE;2802502;General Maynard;354,58;32,32;
SE;2802601;Gracho Cardoso;264,86;14,5;
SE;2802700;Ilha das Flores;195,64;16,89;
SE;2802809;Indiaroba;220,89;17,51;
SE;2802908;Itabaiana;443,39;20,45;
SE;2803005;Itabaianinha;253,22;12,04;
SE;2803104;Itabi;276,77;14,69;
SE;2803203;Itaporanga d'Ajuda;242,62;18,8;
SE;2803302;Japaratuba;296,93;24;
SE;2803401;Japoatã;246,68;12,13;
SE;2803500;Lagarto;362,8;18,84;
SE;2803609;Laranjeiras;313,29;30,64;
SE;2803708;Macambira;282,4;13,15;
SE;2803807;Malhada dos Bois;261,05;18,83;
SE;2803906;Malhador;308,04;13,84;
SE;2804003;Maruim;314,55;23,35;
SE;2804102;Moita Bonita;326,89;11,39;
SE;2804201;Monte Alegre de Sergipe;229,3;13,11;
SE;2804300;Muribeca;286,8;21,24;
SE;2804409;Neópolis;286,69;24,83;
SE;2804458;Nossa Senhora Aparecida;289,16;14,02;
SE;2804508;Nossa Senhora da Glória;316,84;17,73;
SE;2804607;Nossa Senhora das Dores;294,53;16,48;
SE;2804706;Nossa Senhora de Lourdes;261,29;20,8;
SE;2804805;Nossa Senhora do Socorro;379,98;29,47;
SE;2804904;Pacatuba;195,47;15,04;
SE;2805000;Pedra Mole;332,75;18,21;
SE;2805109;Pedrinhas;273,91;17,85;
SE;2805208;Pinhão;295,24;16,79;
SE;2805307;Pirambu;257,65;19,72;
SE;2805406;Poço Redondo;202,24;9,56;
SE;2805505;Poço Verde;266,56;12,46;
SE;2805604;Porto da Folha;226,66;14,07;
SE;2805703;Propriá;400,35;30,67;
SE;2805802;Riachão do Dantas;212,37;9,62;
SE;2805901;Riachuelo;317,28;27,13;
SE;2806008;Ribeirópolis;357,17;16,76;
SE;2806107;Rosário do Catete;341,06;29,68;
SE;2806206;Salgado;311,33;17,21;
SE;2806305;Santa Luzia do Itanhy;194,24;9,8;
SE;2806404;Santana do São Francisco;236,25;21,54;
SE;2806503;Santa Rosa de Lima;213,07;16,36;
SE;2806602;Santo Amaro das Brotas;362,46;25,53;
SE;2806701;São Cristóvão;388,36;31,75;
SE;2806800;São Domingos;281,44;14,12;
SE;2806909;São Francisco;267,3;18,63;
SE;2807006;São Miguel do Aleixo;279,25;11,03;
SE;2807105;Simão Dias;293,99;15,22;
SE;2807204;Siriri;268,51;25,76;
SE;2807303;Telha;268,17;18,76;
SE;2807402;Tobias Barreto;353,87;14,11;
SE;2807501;Tomar do Geru;203,09;13,41;
SE;2807600;Umbaúba;272,53;15,93;
SP;3500105;Adamantina;975,43;41,9;
SP;3500204;Adolfo;661,65;20,45;
SP;3500303;Aguaí;636,07;24,75;
SP;3500402;Águas da Prata;853,39;34,82;
SP;3500501;Águas de Lindóia;730,13;29,4;
SP;3500550;Águas de Santa Bárbara;818,15;33,23;
SP;3500600;Águas de São Pedro;1580,72;61,62;
SP;3500709;Agudos;642,59;32,76;
SP;3500758;Alambari;556,36;20,43;
SP;3500808;Alfredo Marcondes;558,38;31,08;
SP;3500907;Altair;616,38;20,54;
SP;3501004;Altinópolis;731,49;27,56;
SP;3501103;Alto Alegre;560,3;21,86;
SP;3501152;Alumínio;747,27;44,52;
SP;3501202;Álvares Florence;627,14;25,43;
SP;3501301;Álvares Machado;672,03;32,12;
SP;3501400;Álvaro de Carvalho;512,99;17,41;
SP;3501509;Alvinlândia;710,49;27,71;
SP;3501608;Americana;1161,68;43,76;
SP;3501707;Américo Brasiliense;659,67;29,72;
SP;3501806;Américo de Campos;686,56;25,69;
SP;3501905;Amparo;1027,6;39,67;
SP;3502002;Analândia;823,33;35,07;
SP;3502101;Andradina;919,36;36,16;
SP;3502200;Angatuba;597,99;24,96;
SP;3502309;Anhembi;554,16;24,18;
SP;3502408;Anhumas;561,82;28,93;
SP;3502507;Aparecida;775,17;41,49;
SP;3502606;Aparecida d'Oeste;611,22;23,73;
SP;3502705;Apiaí;492,43;27,97;
SP;3502754;Araçariguama;691,69;26,54;
SP;3502804;Araçatuba;1036,09;42,19;
SP;3502903;Araçoiaba da Serra;853,87;34,39;
SP;3503000;Aramina;721,56;28,99;
SP;3503109;Arandu;535,27;24,48;
SP;3503158;Arapeí;414,19;26,63;
SP;3503208;Araraquara;1080,66;48,39;
SP;3503307;Araras;921,76;40,89;
SP;3503356;Arco-Íris;520,01;25,02;
SP;3503406;Arealva;697,3;25,72;
SP;3503505;Areias;396,78;26,41;
SP;3503604;Areiópolis;570,09;21,57;
SP;3503703;Ariranha;751,35;24,21;
SP;3503802;Artur Nogueira;823,24;32,02;
SP;3503901;Arujá;910,67;41,25;
SP;3503950;Aspásia;619,43;21,62;
SP;3504008;Assis;967,39;48,99;
SP;3504107;Atibaia;1063,52;36,26;
SP;3504206;Auriflama;829,68;35,16;
SP;3504305;Avaí;531,2;23,64;
SP;3504404;Avanhandava;579,71;25,15;
SP;3504503;Avaré;854,42;38,3;
SP;3504602;Bady Bassitt;783,57;38,48;
SP;3504701;Balbinos;586,02;16,84;
SP;3504800;Bálsamo;832,51;30,5;
SP;3504909;Bananal;595,74;30,75;
SP;3505005;Barão de Antonina;536,63;19,37;
SP;3505104;Barbosa;536,37;22,49;
SP;3505203;Bariri;781,34;29,72;
SP;3505302;Barra Bonita;915,28;39,16;
SP;3505351;Barra do Chapéu;370,97;18,49;
SP;3505401;Barra do Turvo;390,88;14,61;
SP;3505500;Barretos;917;42,37;
SP;3505609;Barrinha;668,32;23,88;
SP;3505708;Barueri;1095,84;41,77;
SP;3505807;Bastos;609,76;31,33;
SP;3505906;Batatais;941,79;36,18;
SP;3506003;Bauru;1163,86;47,76;
SP;3506102;Bebedouro;881,64;38,46;
SP;3506201;Bento de Abreu;647,1;35,21;
SP;3506300;Bernardino de Campos;676,6;29,73;
SP;3506359;Bertioga;736,03;33,26;
SP;3506409;Bilac;816,06;37,14;
SP;3506508;Birigui;812,51;37,6;
SP;3506607;Biritiba-Mirim;662,23;27,95;
SP;3506706;Boa Esperança do Sul;593,36;19,79;
SP;3506805;Bocaina;805,99;31,18;
SP;3506904;Bofete;622,11;23,77;
SP;3507001;Boituva;889,51;36,69;
SP;3507100;Bom Jesus dos Perdões;688,02;29,27;
SP;3507159;Bom Sucesso de Itararé;344,32;17,28;
SP;3507209;Borá;670,27;32,71;
SP;3507308;Boracéia;719,42;28,7;
SP;3507407;Borborema;664,64;24,84;
SP;3507456;Borebi;529,08;24,61;
SP;3507506;Botucatu;1089,1;47,7;
SP;3507605;Bragança Paulista;974,08;42,07;
SP;3507704;Braúna;726,71;24,67;
SP;3507753;Brejo Alegre;631,02;22,41;
SP;3507803;Brodowski;787,91;31,11;
SP;3507902;Brotas;722,76;30,39;
SP;3508009;Buri;435,15;22,04;
SP;3508108;Buritama;779,78;34,16;
SP;3508207;Buritizal;817,16;26,89;
SP;3508306;Cabrália Paulista;507,41;23,35;
SP;3508405;Cabreúva;694,03;28,06;
SP;3508504;Caçapava;871,87;45,84;
SP;3508603;Cachoeira Paulista;764,6;45,72;
SP;3508702;Caconde;627;25,24;
SP;3508801;Cafelândia;680,71;30,25;
SP;3508900;Caiabu;559,13;29,91;
SP;3509007;Caieiras;800,15;44,4;
SP;3509106;Caiuá;500,47;22,15;
SP;3509205;Cajamar;676,5;34,45;
SP;3509254;Cajati;481,48;25,16;
SP;3509304;Cajobi;679,75;26,89;
SP;3509403;Cajuru;597,11;27,61;
SP;3509452;Campina do Monte Alegre;575,66;24,67;
SP;3509502;Campinas;1390,83;48,72;
SP;3509601;Campo Limpo Paulista;767,85;41,33;
SP;3509700;Campos do Jordão;911,4;28,14;
SP;3509809;Campos Novos Paulista;516,26;26,91;
SP;3509908;Cananéia;540,54;29,59;
SP;3509957;Canas;444,72;30,61;
SP;3510005;Cândido Mota;627,55;31,47;
SP;3510104;Cândido Rodrigues;837,17;30,69;
SP;3510153;Canitar;480,52;22,5;
SP;3510203;Capão Bonito;534,75;29,61;
SP;3510302;Capela do Alto;526,28;22,74;
SP;3510401;Capivari;820,46;33,98;
SP;3510500;Caraguatatuba;773,99;40,54;
SP;3510609;Carapicuíba;712,78;36,53;
SP;3510708;Cardoso;605,99;24,61;
SP;3510807;Casa Branca;737,96;36,47;
SP;3510906;Cássia dos Coqueiros;551,4;26,14;
SP;3511003;Castilho;579,36;31,49;
SP;3511102;Catanduva;945,05;39,98;
SP;3511201;Catiguá;771,78;25,06;
SP;3511300;Cedral;845,41;35,14;
SP;3511409;Cerqueira César;665,36;33,48;
SP;3511508;Cerquilho;894,52;37,53;
SP;3511607;Cesário Lange;684,95;27,88;
SP;3511706;Charqueada;705,01;29,02;
SP;3511904;Clementina;640,87;29,09;
SP;3512001;Colina;706,69;33,79;
SP;3512100;Colômbia;582,53;25,72;
SP;3512209;Conchal;617,76;24,1;
SP;3512308;Conchas;730,42;29,83;
SP;3512407;Cordeirópolis;873,87;33,56;
SP;3512506;Coroados;638,21;25,21;
SP;3512605;Coronel Macedo;465,29;18,65;
SP;3512704;Corumbataí;741,32;27,62;
SP;3512803;Cosmópolis;829,25;33,97;
SP;3512902;Cosmorama;643,1;25,93;
SP;3513009;Cotia;1085,66;42,7;
SP;3513108;Cravinhos;784,4;33,74;
SP;3513207;Cristais Paulista;721,31;30,75;
SP;3513306;Cruzália;614,17;38,91;
SP;3513405;Cruzeiro;809,24;46,81;
SP;3513504;Cubatão;689,21;38,96;
SP;3513603;Cunha;525,19;19,11;
